"id_norma_modificada","id_norma_modificatoria","tipo_norma","nro_norma","clase_norma","organismo_origen","fecha_boletin","titulo_sumario","titulo_resumido"
"368585","370242","Disposición","441","","DIRECCION DE NORMATIVA LABORAL","2022-08-23","CONVENCIONES COLECTIVAS DE TRABAJO","FEDERACION ARGENTINA DE TRABAJADORES DE LUZ Y FUERZA - AGGREKO ARGENTINA SRL"
"368603","375173","Resolución","2142","Sintetizada","ENTE NACIONAL DE COMUNICACIONES","2022-11-17","ENTE NACIONAL DE COMUNICACIONES","ACTOS DE CONCURSO PUBLICO"
"368604","370094","Resolución","1648","Sintetizada","ENTE NACIONAL DE COMUNICACIONES","2022-08-19","ENTE NACIONAL DE COMUNICACIONES","RESOLUCION 1514/2022 - RATIFICASE"
"368645","370433","Comunicación","7563","A","BANCO CENTRAL DE LA REPUBLICA ARGENTINA (B.C.R.A.)","2022-08-26","ENTIDADES FINANCIERAS","OPERACIONES DE CAMBIOS"
"368656","373148","Disposición","608","","DIRECCION DE NORMATIVA LABORAL","2022-10-17","CONVENCIONES COLECTIVAS DE TRABAJO","SINDICATO LA FRATERNIDAD - FERROVIAS SOCIEDAD ANoNIMA CONCESIONARIA"
"368658","373083","Disposición","682","","DIRECCION DE NORMATIVA LABORAL","2022-10-14","CONVENCIONES COLECTIVAS DE TRABAJO","ASOCIACION DE SUPERVISORES DE LA INDUSTRIA METALMECANICA DE LA REPUBLICA ARGENTINA Y OTROS"
"368661","374052","Disposición","709","","DIRECCION DE NORMATIVA LABORAL","2022-11-01","CONVENCIONES COLECTIVAS DE TRABAJO","FEDERACIÓN DE TRABAJADORES JABONEROS Y AFINES DE LA REP ARG Y OTROS"
"368672","374736","Disposición","921","","DIRECCION DE NORMATIVA LABORAL","2022-11-11","CONVENCIONES COLECTIVAS DE TRABAJO","FEDERACION DE OBREROS Y EMPLEADOS TELEFONICOS DE LA REPUBLICA ARGENTINA SINDICATO BS AS - OTRO"
"368673","375807","Disposición","961","","DIRECCION DE NORMATIVA LABORAL","2022-11-30","CONVENCIONES COLECTIVAS DE TRABAJO","FEDECOBA Y OTROS"
"368677","373230","Disposición","729","","DIRECCION DE NORMATIVA LABORAL","2022-10-18","CONVENCIONES COLECTIVAS DE TRABAJO","UNION TRABAJADORES DE ENTIDADES DEPORTIVAS Y CIVILES - OTROS"
"368679","375541","Disposición","932","","DIRECCION DE NORMATIVA LABORAL","2022-11-25","CONVENCIONES COLECTIVAS DE TRABAJO","UTHGRA - CASINO DE ROSARIO SOCIEDAD ANONIMA"
"368688","374148","Resolución","235","","AUTORIDAD DE CUENCA MATANZA RIACHUELO","2022-11-03","AUTORIDAD DE CUENCA MATANZA RIACHUELO","RESOLUCION N° 152/2022 - MODIFICACION"
"368693","370887","Resolución","200","","SECRETARIA DE GESTION Y EMPLEO PUBLICO","2022-09-06","JEFATURA DE GABINETE DE MINISTROS","BASES CONCURSO - APRUEBANSE"
"368725","373148","Disposición","608","","DIRECCION DE NORMATIVA LABORAL","2022-10-17","CONVENCIONES COLECTIVAS DE TRABAJO","SINDICATO LA FRATERNIDAD - FERROVIAS SOCIEDAD ANoNIMA CONCESIONARIA"
"368727","372935","Disposición","603","","DIRECCION DE NORMATIVA LABORAL","2022-10-12","CONVENCIONES COLECTIVAS DE TRABAJO","ASOCIACION DE SUPERVISORES DE LA INDUSTRIA METALMECANICA DE LA REPUBLICA ARGENTINA Y OTROS"
"368729","373151","Disposición","616","","DIRECCION DE NORMATIVA LABORAL","2022-10-17","CONVENCIONES COLECTIVAS DE TRABAJO","ASOCIACION DEL PERSONAL DE DIRECCION DE LOS FERROCARRILES ARGENTINOS - METROVIAS S.A"
"368735","373308","Disposición","742","","DIRECCION DE NORMATIVA LABORAL","2022-10-19","CONVENCIONES COLECTIVAS DE TRABAJO","SOESGYPE - FOESGRA - CECHA"
"368736","373798","Disposición","803","","DIRECCION DE NORMATIVA LABORAL","2022-10-27","CONVENCIONES COLECTIVAS DE TRABAJO","UNION TRANVIARIOS AUTOMOTOR - CAMARA DE TRANSPORTE PARA LA ACTIVIDAD MINERA"
"368742","373145","Disposición","679","","DIRECCION DE NORMATIVA LABORAL","2022-10-17","CONVENCIONES COLECTIVAS DE TRABAJO","SINDICATO DE TRABAJADORES DE LA INDUSTRIA DEL GAS CAPITAL Y GRAN BUENOS AIRES  Y OTROS"
"368747","373026","Disposición","673","","DIRECCION DE NORMATIVA LABORAL","2022-10-13","CONVENCIONES COLECTIVAS DE TRABAJO","UNION TRABAJADORES DE ENTIDADES DEPORTIVAS Y CIVILES -  CAJA DE PREVISION Y SEGURO MEDICO Y OTROS"
"368813","369081","Comunicación","93169","C","BANCO CENTRAL DE LA REPUBLICA ARGENTINA (B.C.R.A.)","2022-08-02","ENTIDADES FINANCIERAS","EXTERIOR Y CAMBIOS"
"368813","369439","Comunicación","7573","A","BANCO CENTRAL DE LA REPUBLICA ARGENTINA (B.C.R.A.)","2022-08-09","ENTIDADES FINANCIERAS","COMUNICACION 'A' 7556 - ACTUALIZACION DE TEXTOS ORDENADOS"
"368813","370060","Comunicación","7580","A","BANCO CENTRAL DE LA REPUBLICA ARGENTINA (B.C.R.A.)","2022-08-19","ENTIDADES FINANCIERAS","REGIMEN INFORMATIVO CONTABLE MENSUAL"
"368813","370433","Comunicación","7563","A","BANCO CENTRAL DE LA REPUBLICA ARGENTINA (B.C.R.A.)","2022-08-26","ENTIDADES FINANCIERAS","OPERACIONES DE CAMBIOS"
"368813","370436","Comunicación","7575","A","BANCO CENTRAL DE LA REPUBLICA ARGENTINA (B.C.R.A.)","2022-08-26","ENTIDADES FINANCIERAS","ADECUACIONES AL PLAN DE CUENTAS Y REGIMENES TRIMESTRALES"
"368813","370437","Comunicación","7576","A","BANCO CENTRAL DE LA REPUBLICA ARGENTINA (B.C.R.A.)","2022-08-26","ENTIDADES FINANCIERAS","ADECUACIONES AL PLAN DE CUENTAS"
"368813","371754","Comunicación","7583","A","BANCO CENTRAL DE LA REPUBLICA ARGENTINA (B.C.R.A.)","2022-09-21","ENTIDADES FINANCIERAS","ADECUACIONES AL PLAN DE CUENTAS"
"368824","372957","Disposición","611","","DIRECCION DE NORMATIVA LABORAL","2022-10-12","CONVENCIONES COLECTIVAS DE TRABAJO","FEDERACION DE OBREROS Y EMPLEADOS DE LA INDUSTRIA DEL PAPEL, CARTON Y QUIMICOS"
"368859","373174","Resolución","739","","ADMINISTRACION DE PROGRAMAS ESPECIALES","2022-10-18","ADMINISTRACION DE PARQUES NACIONALES","DESCUENTO PROMOCIONAL"
"368886","368963","Resolución","221","","ENTE NACIONAL REGULADOR DE LA ELECTRICIDAD","2022-08-01","ENTE NACIONAL REGULADOR DE LA ELECTRICIDAD","EDESUR S.A. - CUADRO TARIFARIO"
"368886","368964","Resolución","222","","ENTE NACIONAL REGULADOR DE LA ELECTRICIDAD","2022-08-01","ENTE NACIONAL REGULADOR DE LA ELECTRICIDAD","EDENOR S.A. - CUADRO TARIFARIO"
"368917","372845","Disposición","24","","DIRECCION NACIONAL DE COORDINACION Y FISCALIZACION PESQUERA","2022-10-11","MINISTERIO DE ECONOMIA","ESPECIES ABADEJO (GENYPTERUS BLACODES) Y CENTOLLA (LITHODES SANTOLLA)"
"368917","373625","Disposición","26","","DIRECCION NACIONAL DE COORDINACION Y FISCALIZACION PESQUERA","2022-10-25","MINISTERIO DE ECONOMIA","SISTEMA FEDERAL DE INFORMACION DE PESCA Y ACUICULTURA - CREASE"
"368920","372687","Disposición","550","","DIRECCION DE NORMATIVA LABORAL","2022-10-05","CONVENCIONES COLECTIVAS DE TRABAJO","FEDERACION DE OBREROS MOSAISTAS Y AFINES DE LA REPUBLICA ARGENTINA - OTROS"
"368925","372769","Disposición","630","","DIRECCION DE NORMATIVA LABORAL","2022-10-06","CONVENCIONES COLECTIVAS DE TRABAJO","UNION DE TRABAJADORES DEL TURF Y AFINES - FEDERACION ARGENTINA DE JOCKEY CLUBES E HIPODROMOS"
"368929","373098","Disposición","663","","DIRECCION DE NORMATIVA LABORAL","2022-10-14","CONVENCIONES COLECTIVAS DE TRABAJO","UNION FERROVIARIA -  METROVIAS SOCIEDAD ANONIMA"
"368939","373216","Disposición","716","","DIRECCION DE NORMATIVA LABORAL","2022-10-18","CONVENCIONES COLECTIVAS DE TRABAJO","UNION EMPLEADOS DE LA CONSTRUCCION Y AFINES DE LA REPUBLICA ARGENTINA - CAMARCO - FAEC"
"368979","373012","Resolución","217","","SECRETARIA DE CALIDAD EN SALUD","2022-10-13","MINISTERIO DE SALUD","PAUTAS Y CRONOGRAMAS DE IMPLEMENTACION"
"369000","373160","Disposición","705","","DIRECCION DE NORMATIVA LABORAL","2022-10-17","CONVENCIONES COLECTIVAS DE TRABAJO","FEDERACION GREMIAL DEL PERSONAL DE LA INDUSTRIA DE LA CARNE Y SUS DERIVADOS Y OTROS"
"369005","373817","Disposición","820","","DIRECCION DE NORMATIVA LABORAL","2022-10-27","CONVENCIONES COLECTIVAS DE TRABAJO","CAMARA DE FRIGORIFICOS DE SANTA FE - OTRO"
"369044","371953","Resolución","1593","","MINISTERIO DE CULTURA","2022-09-26","MINISTERIO DE CULTURA","PLAZO DE INSCRIPCION  - PRORROGA"
"369047","370769","Resolución","325","","ENTE NACIONAL REGULADOR DEL GAS","2022-08-31","ENTE NACIONAL REGULADOR DEL GAS","METROGAS S.A. -  CUADROS TARIFARIOS"
"369047","370770","Resolución","326","","ENTE NACIONAL REGULADOR DEL GAS","2022-08-31","ENTE NACIONAL REGULADOR DEL GAS","NATURGY BAN S.A. - CUADROS TARIFARIOS"
"369047","370771","Resolución","327","","ENTE NACIONAL REGULADOR DEL GAS","2022-08-31","ENTE NACIONAL REGULADOR DEL GAS","CUADROS TARIFARIOS - APROBACION"
"369047","370772","Resolución","328","","ENTE NACIONAL REGULADOR DEL GAS","2022-08-31","ENTE NACIONAL REGULADOR DEL GAS","GASNEA S.A. - CUADROS TARIFARIOS"
"369047","370773","Resolución","329","","ENTE NACIONAL REGULADOR DEL GAS","2022-08-31","ENTE NACIONAL REGULADOR DEL GAS","CAMUZZI GAS PAMPEANA S.A. - CUADROS TARIFARIOS"
"369047","370774","Resolución","330","","ENTE NACIONAL REGULADOR DEL GAS","2022-08-31","ENTE NACIONAL REGULADOR DEL GAS","CAMUZZI GAS DEL SUR S.A. - CUADROS TARIFARIOS"
"369047","370775","Resolución","331","","ENTE NACIONAL REGULADOR DEL GAS","2022-08-31","ENTE NACIONAL REGULADOR DEL GAS","CUADROS TARIFARIOS - APROBACION"
"369047","370776","Resolución","332","","ENTE NACIONAL REGULADOR DEL GAS","2022-08-31","ENTE NACIONAL REGULADOR DEL GAS","DISTRIBUIDORA DE GAS DEL CENTRO S.A. - CUADROS TARIFARIOS"
"369047","370777","Resolución","333","","ENTE NACIONAL REGULADOR DEL GAS","2022-08-31","ENTE NACIONAL REGULADOR DEL GAS","DISTRIBUIDORA DE GAS CUYANA S.A. - CUADROS TARIFARIOS"
"369047","370778","Resolución","334","","ENTE NACIONAL REGULADOR DEL GAS","2022-08-31","ENTE NACIONAL REGULADOR DEL GAS","REDENGAS S.A. - CUADROS TARIFARIOS"
"369047","372756","Resolución","686","","SECRETARIA DE ENERGIA","2022-10-06","MINISTERIO DE ECONOMIA","CONSUMOS - ESTABLECESE"
"369047","372883","Resolución","426","","ENTE NACIONAL REGULADOR DEL GAS","2022-10-12","ENTE NACIONAL REGULADOR DEL GAS","METODOLOGIA Y PROCEDIMIENTO INFORMATIVO NIVELES SEGMENTACION - APROBACION"
"369079","370060","Comunicación","7580","A","BANCO CENTRAL DE LA REPUBLICA ARGENTINA (B.C.R.A.)","2022-08-19","ENTIDADES FINANCIERAS","REGIMEN INFORMATIVO CONTABLE MENSUAL"
"369080","369210","Comunicación","93180","C","BANCO CENTRAL DE LA REPUBLICA ARGENTINA (B.C.R.A.)","2022-08-04","ENTIDADES FINANCIERAS","COMUNICACION 'A' 7562 - FE DE ERRATAS"
"369086","369087","Resolución","1330","","SECRETARIA DE TRABAJO","2022-08-02","CONVENCIONES COLECTIVAS DE TRABAJO","RESOLUCION 201/2020 - RECTIFIQUESE"
"369097","373088","Disposición","690","","DIRECCION DE NORMATIVA LABORAL","2022-10-14","CONVENCIONES COLECTIVAS DE TRABAJO","FEDERACION DE SINDICATOS DE TRABAJADORES DE LA CARNE Y AFINES DE LA REPUBLICA ARGENTINA Y OTROS"
"369098","372868","Disposición","588","","DIRECCION DE NORMATIVA LABORAL","2022-10-11","CONVENCIONES COLECTIVAS DE TRABAJO","ASOCIACION DE SEÑALEROS FERROVIARIOS ARGENTINOS - METROVIAS S.A.,"
"369115","374930","Resolución","576","","MINISTERIO DE TURISMO Y DEPORTES","2022-11-15","MINISTERIO DE TURISMO Y DEPORTES","MANUAL OPERATIVO PARA EL OTORGAMIENTO DE APORTES NO REINTEGRABLES"
"369133","369836","Disposición","149","","ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS","2022-08-17","ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS","REGIMEN DE REEMPLAZOS"
"369137","369139","Comunicación","7544","A","BANCO CENTRAL DE LA REPUBLICA ARGENTINA (B.C.R.A.)","2022-08-03","ENTIDADES FINANCIERAS","OPERACIONES DE CAMBIO"
"369138","369139","Comunicación","7544","A","BANCO CENTRAL DE LA REPUBLICA ARGENTINA (B.C.R.A.)","2022-08-03","ENTIDADES FINANCIERAS","OPERACIONES DE CAMBIO"
"369138","369205","Comunicación","12351","B","BANCO CENTRAL DE LA REPUBLICA ARGENTINA (B.C.R.A.)","2022-08-04","ENTIDADES FINANCIERAS","OPERACIONES DE CAMBIOS"
"369146","372856","Disposición","583","","DIRECCION DE NORMATIVA LABORAL","2022-10-11","CONVENCIONES COLECTIVAS DE TRABAJO","UNION CORTADORES DE LA INDUMENTARIA Y OTROS"
"369164","372742","Disposición","572","","DIRECCION DE NORMATIVA LABORAL","2022-10-06","CONVENCIONES COLECTIVAS DE TRABAJO","F.E.N.T.O.S - AGUA Y SANEAMIENTOS ARGENTINOS SOCIEDAD ANONIMA"
"369170","373175","Resolución","231","","ADMINISTRACION NACIONAL DE LA SEGURIDAD SOCIAL","2022-10-18","ADMINISTRACION NACIONAL DE LA SEGURIDAD SOCIAL","REGLAMENTO DE INVESTIGACIONES ADMINISTRATIVAS - DEJASE SIN EFECTO Y APLICACION"
"369170","375439","Resolución","400","","SINDICATURA GENERAL DE LA NACION","2022-11-24","SINDICATURA GENERAL DE LA NACION","PAUTAS PARA EL EJERCICIO DE LAS FUNCIONES - APRUEBANSE"
"369195","369547","Resolución","8","","CONS. NAC. DEL EMPLEO, LA PRODUCTIVIDAD Y EL SALAR","2022-08-11","MINISTERIO DE TRABAJO, EMPLEO Y SEGURIDAD SOCIAL","CONVOCATORIA - MODIFICASE FECHA Y HORARIOS"
"369209","374714","Comunicación","12419","B","BANCO CENTRAL DE LA REPUBLICA ARGENTINA (B.C.R.A.)","2022-11-11","ENTIDADES FINANCIERAS","PROGRAMA DE CREDITO PARA LA REACTIVACION DE LA PRODUCCION DE LA PROVINCIA DE SAN JUAN"
"369216","373234","Disposición","733","","DIRECCION DE NORMATIVA LABORAL","2022-10-18","CONVENCIONES COLECTIVAS DE TRABAJO","SINDICATO DE TRABAJADORES PERFUMISTAS - ASOCIACION CIVIL 'CAPA'"
"369218","374384","Disposición","843","","DIRECCION DE NORMATIVA LABORAL","2022-11-07","CONVENCIONES COLECTIVAS DE TRABAJO","LA UNION PERSONAL DE PANADERIAS Y AFINES - ADCA SA"
"369225","369352","Disposición","443","","DIRECCION DE NORMATIVA LABORAL","2022-08-08","CONVENCIONES COLECTIVAS DE TRABAJO","ASOCIACION DE SUPERVISORES DE LA INDUSTRIA METALMECANICA REP ARG - SECC VILLA CONSTITUCION - SIAT SA"
"369236","369543","Decreto","480","","PODER EJECUTIVO NACIONAL (P.E.N.)","2022-08-11","ADMINISTRACION PUBLICA NACIONAL","DECRETO 50/2019 - MODIFICACION"
"369236","372806","Decreto","679","DNU","PODER EJECUTIVO NACIONAL (P.E.N.)","2022-10-11","REGIMEN DE FOMENTO DE INVERSIONES PARA EXPORTACIONES DE LAS ACTIVIDADES DE LA ECONOMIA DEL CONOCIMIE","DISPOSICIONES"
"369236","373012","Resolución","217","","SECRETARIA DE CALIDAD EN SALUD","2022-10-13","MINISTERIO DE SALUD","PAUTAS Y CRONOGRAMAS DE IMPLEMENTACION"
"369236","373938","Resolución","53","","SECRETARIA DE MINERIA","2022-10-31","MINISTERIO DE ECONOMIA","PROYECTO FEDERAL DE FORTALECIMIENTO DE CAPACIDADES DE MONITOREO DE VARIABLES AMBIENTALES DE LA MINER"
"369245","374675","Resolución","15","","COMISION TECNICA MIXTA DEL FRENTE MARITIMO","2022-11-11","COMISION TECNICA MIXTA DEL FRENTE MARITIMO","ESPECIE GATUZO - RESERVA ADMINISTRATIVA DE CAPTURA"
"369259","371443","Resolución","1761","","MINISTERIO DE SALUD","2022-09-15","MINISTERIO DE SALUD","EJERCICIO DE FUNCION EJECUTIVA - REASIGNASE"
"369287","373098","Disposición","663","","DIRECCION DE NORMATIVA LABORAL","2022-10-14","CONVENCIONES COLECTIVAS DE TRABAJO","UNION FERROVIARIA -  METROVIAS SOCIEDAD ANONIMA"
"369297","373801","Disposición","806","","DIRECCION DE NORMATIVA LABORAL","2022-10-27","CONVENCIONES COLECTIVAS DE TRABAJO","UNION DE TRANVIARIOS AUTOMOTOR - CAMARA DE TRANSPORTE PARA LA ACTIVIDAD MINERA"
"369340","373066","Resolución","1685","","MINISTERIO DE CULTURA","2022-10-14","MINISTERIO DE CULTURA","PREMIOS - ADJUDICACION"
"369355","372607","Disposición","516","","DIRECCION DE NORMATIVA LABORAL","2022-10-04","CONVENCIONES COLECTIVAS DE TRABAJO","A.P.J.A.E. - TRANSENER SOCIEDAD ANONIMA"
"369358","373293","Disposición","748","","DIRECCION DE NORMATIVA LABORAL","2022-10-19","CONVENCIONES COLECTIVAS DE TRABAJO","UNION DEL PERSONAL SUPERIOR Y PROFESIONAL DE EMPRESAS AEROCOMERCIALES - INDRA SI SA"
"369389","373057","Resolución","230","","AGENCIA DE ADMINISTRACION DE BIENES DEL ESTADO","2022-10-14","AGENCIA DE ADMINISTRACION DE BIENES DEL ESTADO","RESOLUCION 187/2022 - MODIFICACION"
"369396","371419","Resolución","480","","AUTORIDAD REGULATORIA NUCLEAR","2022-09-15","AUTORIDAD REGULATORIA NUCLEAR","PROCEDIMIENTO DE CONTRATACION - DEJASE SIN EFECTO"
"369407","375127","Resolución","313","","INSTITUTO NACIONAL DE LA MUSICA","2022-11-17","INSTITUTO NACIONAL DE LA MUSICA","CONVOCATORIA DE FOMENTO 2022 - BENEFICIARIAS"
"369413","371569","Resolución","209","","SECRETARIA DE GESTION Y EMPLEO PUBLICO","2022-09-19","JEFATURA DE GABINETE DE MINISTROS","BASES CONCURSO - APRUEBANSE"
"369424","374317","Resolución","9","Conjunta","AGENCIA NACIONAL DE DISCAPACIDAD","2022-11-07","MINISTERIO DE SALUD","ARANCELES - ACTUALIZACION"
"369424","374317","Resolución","9","Conjunta","MINISTERIO DE SALUD","2022-11-07","MINISTERIO DE SALUD","ARANCELES - ACTUALIZACION"
"369433","375144","Disposición","193","","INSTITUTO NACIONAL DEL CANCER","2022-11-17","INSTITUTO NACIONAL DEL CANCER","DISPOSICION 140/2022 - RECTIFICASE"
"369435","373701","Comunicación","7618","A","BANCO CENTRAL DE LA REPUBLICA ARGENTINA (B.C.R.A.)","2022-10-26","ENTIDADES FINANCIERAS","AGENCIAS COMPLEMENTARIAS DE SERVICIOS FINANCIEROS"
"369437","370436","Comunicación","7575","A","BANCO CENTRAL DE LA REPUBLICA ARGENTINA (B.C.R.A.)","2022-08-26","ENTIDADES FINANCIERAS","ADECUACIONES AL PLAN DE CUENTAS Y REGIMENES TRIMESTRALES"
"369437","371288","Comunicación","7603","A","BANCO CENTRAL DE LA REPUBLICA ARGENTINA (B.C.R.A.)","2022-09-13","ENTIDADES FINANCIERAS","DEPOSITOS DE AHORRO, CUENTA SUELDO Y ESPECIALES"
"369437","371757","Comunicación","7596","A","BANCO CENTRAL DE LA REPUBLICA ARGENTINA (B.C.R.A.)","2022-09-21","ENTIDADES FINANCIERAS","OPERACIONES DE CAMBIO"
"369438","370436","Comunicación","7575","A","BANCO CENTRAL DE LA REPUBLICA ARGENTINA (B.C.R.A.)","2022-08-26","ENTIDADES FINANCIERAS","ADECUACIONES AL PLAN DE CUENTAS Y REGIMENES TRIMESTRALES"
"369438","370437","Comunicación","7576","A","BANCO CENTRAL DE LA REPUBLICA ARGENTINA (B.C.R.A.)","2022-08-26","ENTIDADES FINANCIERAS","ADECUACIONES AL PLAN DE CUENTAS"
"369438","371288","Comunicación","7603","A","BANCO CENTRAL DE LA REPUBLICA ARGENTINA (B.C.R.A.)","2022-09-13","ENTIDADES FINANCIERAS","DEPOSITOS DE AHORRO, CUENTA SUELDO Y ESPECIALES"
"369438","371754","Comunicación","7583","A","BANCO CENTRAL DE LA REPUBLICA ARGENTINA (B.C.R.A.)","2022-09-21","ENTIDADES FINANCIERAS","ADECUACIONES AL PLAN DE CUENTAS"
"369438","371757","Comunicación","7596","A","BANCO CENTRAL DE LA REPUBLICA ARGENTINA (B.C.R.A.)","2022-09-21","ENTIDADES FINANCIERAS","OPERACIONES DE CAMBIO"
"369445","373494","Disposición","756","","DIRECCION DE NORMATIVA LABORAL","2022-10-21","CONVENCIONES COLECTIVAS DE TRABAJO","FEDERACION ARGENTINA DE EMPLEADOS DE COMERCIO Y SERVICIOS - FAEVYT"
"369466","373163","Disposición","707","","DIRECCION DE NORMATIVA LABORAL","2022-10-17","CONVENCIONES COLECTIVAS DE TRABAJO","FEDERACION DE ASOCIACIONES DE TRABAJADORES DE LA SANIDAD ARGENTINA Y OTROS"
"369498","369497","Resolución","1054","","MINISTERIO DE TRABAJO, EMPLEO Y SEGURIDAD SOCIAL","2022-08-10","MINISTERIO DE TRABAJO, EMPLEO Y SEGURIDAD SOCIAL","RESOLUCION 1038/2022 - PUBLICACION"
"369503","374711","Resolución","46","Conjunta","SECRETARIA DE HACIENDA","2022-11-11","DEUDA PUBLICA","BONO DE LA NACION ARGENTINA EN MONEDA DUAL - AMPLIASE"
"369503","374711","Resolución","46","Conjunta","SECRETARIA DE FINANZAS","2022-11-11","DEUDA PUBLICA","BONO DE LA NACION ARGENTINA EN MONEDA DUAL - AMPLIASE"
"369543","370890","Resolución","578","","MINISTERIO DE ECONOMIA","2022-09-06","MINISTERIO DE ECONOMIA","REGIMEN DE REEMPLAZO"
"369543","373262","Resolución","701","","MINISTERIO DE ECONOMIA","2022-10-19","MINISTERIO DE ECONOMIA","SECRETARIA DE COMERCIO - INSTRUYESE"
"369543","373265","Resolución","725","","MINISTERIO DE ECONOMIA","2022-10-19","MINISTERIO DE ECONOMIA","PROGRAMAS Y PROYECTOS - TRANSFERENCIA"
"369543","375669","Resolución","84","","SECRETARIA DE MINERIA","2022-11-29","MINISTERIO DE ECONOMIA","REGISTRO FEDERAL DE PROVEEDORES MINEROS"
"369551","369553","Resolución","130","","INSTITUTO NACIONAL DE ASUNTOS INDIGENAS","2022-08-11","INSTITUTO NACIONAL DE ASUNTOS INDIGENAS","COMUNIDAD ABORIGEN DE CUSI CUSI 'ORQHO RUNAS'"
"369579","374716","Disposición","897","","DIRECCION DE NORMATIVA LABORAL","2022-11-11","CONVENCIONES COLECTIVAS DE TRABAJO","F.T.P.S.R.C.H.P.Y.A. - PARQUE DE LA COSTA SOCIEDAD ANONIMA"
"369585","370767","Disposición","559","","DIRECCION DE NORMATIVA LABORAL","2022-09-01","CONVENCIONES COLECTIVAS DE TRABAJO","FEDERACION DE ORGANIZACIONES DE LOS MANDOS MEDIOS DE LAS TELECOMUNICACIONES - TELECOM ARGENTINA SA"
"369590","372605","Disposición","514","","DIRECCION DE NORMATIVA LABORAL","2022-10-04","CONVENCIONES COLECTIVAS DE TRABAJO","SINDICATO OBRERO DE LA FRUTA - OTROS"
"369594","370167","Disposición","425","","DIRECCION DE NORMATIVA LABORAL","2022-08-22","CONVENCIONES COLECTIVAS DE TRABAJO","FEDERACION DE TRABAJADORES DE LA INDUSTRIA DEL GAS NATURAL DE LA REPUBLICA ARGENTINA - OTROS"
"369669","370083","Disposición","393","","DIRECCION DE NORMATIVA LABORAL","2022-08-19","CONVENCIONES COLECTIVAS DE TRABAJO","UNION DE TRABAJADORES DEL TURF Y AFINES - JOCKEY CLUB DE RAFAELA"
"369685","374921","Resolución","887","","JEFATURA DE GABINETE DE MINISTROS","2022-11-15","JEFATURA DE GABINETE DE MINISTROS","FIRMA DEL DESPACHO Y RESOLUCION DE ASUNTOS"
"369693","372559","Resolución","19","","DIRECCION GENERAL DE ADUANAS","2022-10-04","ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS","CORREDOR ADUANERO 'VACA MUERTA' - AMPLIASE"
"369695","370650","Resolución","4","","COMISION NACIONAL DE TRABAJO EN CASAS PARTICULARES","2022-08-31","COMISION NACIONAL DE TRABAJO EN CASAS PARTICULARES","REMUNERACIONES HORARIAS Y MENSUALES MINIMAS - INCREMENTO"
"369712","375428","Resolución","1927","","MINISTERIO DE DESARROLLO SOCIAL","2022-11-24","MINISTERIO DE DESARROLLO SOCIAL","COMITE DE VALORACION PARA LA PROMOCION POR EVALUACION Y MERITO - APRUEBESE LO ACTUADO"
"369712","375429","Resolución","1928","","MINISTERIO DE DESARROLLO SOCIAL","2022-11-24","MINISTERIO DE DESARROLLO SOCIAL","COMITE DE VALORACION PARA LA PROMOCION POR EVALUACION Y MERITO - APRUEBESE LO ACTUADO"
"369712","375514","Resolución","2038","","MINISTERIO DE DESARROLLO SOCIAL","2022-11-25","MINISTERIO DE DESARROLLO SOCIAL","COMITE DE VALORACION PARA LA PROMOCION POR EVALUACION Y MERITO - APRUEBESE LO ACTUADO"
"369712","375516","Resolución","2044","","MINISTERIO DE DESARROLLO SOCIAL","2022-11-25","MINISTERIO DE DESARROLLO SOCIAL","COMITE DE VALORACION PARA LA PROMOCION POR EVALUACION Y MERITO - APRUEBESE LO ACTUADO"
"369712","375517","Resolución","2049","","MINISTERIO DE DESARROLLO SOCIAL","2022-11-25","MINISTERIO DE DESARROLLO SOCIAL","COMITE DE VALORACION PARA LA PROMOCION POR EVALUACION Y MERITO"
"369712","375586","Resolución","2057","","MINISTERIO DE DESARROLLO SOCIAL","2022-11-28","MINISTERIO DE DESARROLLO SOCIAL","COMITE DE VALORACION PARA LA PROMOCION POR EVALUACION Y MERITO - APRUEBESE LO ACTUADO"
"369712","375587","Resolución","2058","","MINISTERIO DE DESARROLLO SOCIAL","2022-11-28","MINISTERIO DE DESARROLLO SOCIAL","COMITE DE VALORACION PARA LA PROMOCION POR EVALUACION Y MERITO - APRUEBESE LO ACTUADO"
"369712","375589","Resolución","2062","","MINISTERIO DE DESARROLLO SOCIAL","2022-11-28","MINISTERIO DE DESARROLLO SOCIAL","COMITE DE VALORACION PARA LA PROMOCION POR EVALUACION Y MERITO - APRUEBESE LO ACTUADO"
"369712","375590","Resolución","2063","","MINISTERIO DE DESARROLLO SOCIAL","2022-11-28","MINISTERIO DE DESARROLLO SOCIAL","COMITE DE VALORACION PARA LA PROMOCION POR EVALUACION Y MERITO - APRUEBESE LO ACTUADO"
"369712","375591","Resolución","2064","","MINISTERIO DE DESARROLLO SOCIAL","2022-11-28","MINISTERIO DE DESARROLLO SOCIAL","COMITE DE VALORACION PARA LA PROMOCION POR EVALUACION Y MERITO - APRUEBESE LO ACTUADO"
